,question_id,question,rank,id,article,score
83,27,Who has been involved in financial mismanagement issues according to the article?,3,17414,"mutual funds or funds, and the official must seek a certificate of divestiture. Until now, Henry M. Paulson Jr. Treasury secretary under President George W. Bush, has been the most prominent example of a public official who has taken advantage of the divestiture certificate. In 2006, Mr. Paulson left Goldman Sachs and sold an estimated $500 million in Goldman stock, deferring taxes on the sale. In his memo, Mr. Tillerson suggested that he was likely to seek such a certificate, and laid out a series of plans to divorce himself from financial engagements, board appointments and Exxon Mobil. This means he will most likely avoid capital gains taxes based on his sale of $50 million in Exxon Mobil stock he owns, as well as shares in more than 150 companies including Airbus and the Walt Disney Company, all of which he has promised to sell off within 90 days of his confirmation, his ethics documents suggest. But a more complicated task involved resolving the fate of two million shares of Exxon Mobil stock, worth about $180 million, that Mr. Tillerson was set to receive over the next decade. If he held on to this promised future payout from Exxon Mobil, he would still have a financial interest in matters that might affect the company and the oil industry. So Exxon Mobil agreed to take the unusual step of paying out the value of these sales and putting the money into an independent trust, with the money invested in neutral assets like Treasury bonds and mutual funds. Under the terms of the agreement, if Mr. Tillerson, 64, goes back into the oil industry during the next decade, he will forfeit any money left in the account. Richard W. Painter, a White House ethics lawyer during the administration of President George W. Bush, said this provision preventing Mr. Tillerson from returning to the oil industry was unusual and positive, as it removes the incentive for him to take steps while in government that might benefit an industry he planned to return to work for upon his departure. It gives up something I had never been able to get from other government officials a promise not to go back to an industry from which you came, Mr. Painter said. Still, some environmental activists say such steps cannot address what they argue will be Mr. Tillerson's inherent bias in the State Department. It is impossible for this man to remove his career, and frankly his personality, from the oil and gas industry, said Lena Moffitt, director of a Sierra Club campaign trying to reduce the nation's reliance on fossil fuels. He has been knee deep in this industry for more than four decades.",-6.5299463
84,28,"Who won the Australian Open for the fifth time, becoming the oldest man to win a Grand Slam singles title in 45 years?",1,18130,"MELBOURNE, Australia It was Roger Federer's unlikeliest victory in a Grand Slam tournament quite a statement for a who has now won 18 of them. But where else should one rank this Australian Open, where Federer was rightfully viewed as an underdog? Where he arrived seeded just 17th, having not played an official tournament for more than six months? Where he faced his friendly rival Rafael Nadal in the final on sore legs? Even Federer's own expectations were tempered for a change. I would have said a great event would be quarters, Federer said. Fourth round would be nice. Federer would get a great deal more than that in Melbourne, a city where his success has mingled with plenty of heartache and tears through the years. He wiped away a few more on Sunday as he became the oldest man to win a Grand Slam singles title in 45 years. He managed it by defeating Nadal, to win the Australian Open for the fifth time. You don't know if they ever come back, these moments, said Federer, who had not won a major title since Wimbledon in 2012 and who had not beaten Nadal in a Grand Slam final since Wimbledon in 2007. Federer played here with verve and precision but had to scrap his way through three matches in the final four rounds, receiving plenty of treatment between duels. Although he did not have to deal with the world's two leading players, Andy Murray and Novak Djokovic, who were upset in the first week, Federer did face top 10 opponents aplenty. He defeated four of them: Tomas Berdych, Kei Nishikori, Stan Wawrinka and most important Nadal, the swashbuckling Spanish who has so often thwarted Federer on big occasions but who failed to seal the deal on Sunday despite taking a lead in the fifth set. That was perhaps when Federer's tempered expectations helped him most. This really did feel like gravy after all the major meals he has enjoyed through the years, and he stuck with the game plan he and his coaches, Severin Lthi and Ivan Ljubicic, had discussed. I told myself to play free, Federer said. You play the ball. You don't play the opponent. Be free in your head. Be free in your shots. Go for it. The brave will be rewarded here. I didn't want to go down just making shots, seeing forehands rain down on me from Rafa. Few could have foreseen this final when the Australian Open began. This was Federer's first official tournament after a long break because of knee problems in 2016. Nadal ended last season early, too, after an injury to his left wrist. And yet the occasion felt so familiar, inciting global interest and nostalgia for the days when summit meetings were a staple. But this was not business as usual for Federer on a court that he repeatedly maintained was playing quicker than in past years. His backhand has long been his weak link against Nadal, whose whipping",4.852027
85,28,"Who won the Australian Open for the fifth time, becoming the oldest man to win a Grand Slam singles title in 45 years?",2,17704,"Melbourne and lost all five. No man has done so well at any Grand Slam tournament without breaking through to win the title. Others have lost five finals in the same major event, including Lendl, who lost five at the United States Open. But he also won three. Bill Johnston lost six finals at the United States Championships, but won the event twice. John Bromwich lost five finals at the Australian Championships in the era, but won the title twice, too. Murray, at 29, is in unfortunately uncharted territory, all the more so because Novak Djokovic ended his own long run of frustration at the French Open last year by finally taking the title after reaching four semifinals and three finals. Look, it's still a remarkable record, five Slam finals in Australia, and deep down I think it means an enormous amount to Andy to finally complete the puzzle, said Roger Rasheed, the Australian who once coached Lleyton Hewitt when Hewitt was chasing the title here without success. But Hewitt reached only one final in Melbourne. Murray is here and has a better winning percentage at the Australian Open than at any other Grand Slam tournament except Wimbledon. Andy's been so close, Rasheed said. What more does he have to do? Well, it's not a matter of big changes. It's just been a matter of points and the moments. It's a matter of the opposition, too. The first of Murray's Australian Open defeats in the final came against Roger Federer in 2010. The last four came against Djokovic in 2011, 2013, 2015 and 2016. Andy played Roger in his prime and has been playing Novak in his prime, Rasheed said. It's a handful of points changing the way the match falls. Andy's showing he's in his prime now. He just needs to get there and roll the dice again. Murray's timing may still not be quite right. He played a great deal of tennis down the stretch in 2016 and was beaten by Djokovic in a final in Doha, Qatar, to start this season. Freshness just might be a factor down the stretch as well as Djokovic's eagerness to restore the pecking order. But it does not seem quite right in light of their abilities that Djokovic has six Australian Open titles and Murray has not even one. He broke down in tears after losing to Federer in 2010. He stared vacantly into space after losses to Djokovic and sportingly came up with the right words amid major disappointment. And yet he insisted on Monday that his emotions were not mixed when he thought about this tournament. Honestly, they're totally positive, said Murray, who plays Andrey Rublev in the second round on Wednesday. I've had a lot of tough losses here, for sure. But I love it here. Played some great matches as well, but just haven't managed to win the final. But, you know, I keep coming back to try. I'll keep doing that until I'm done, but I",1.9843196
86,28,"Who won the Australian Open for the fifth time, becoming the oldest man to win a Grand Slam singles title in 45 years?",3,18024,"MELBOURNE, Australia Rafael Nadal completed a slate of throwback singles finals at the Australian Open, beating Grigor Dimitrov, (5) (4) in a battle of 4 hours 56 minutes that started Friday evening and ended at 12:44 Saturday morning. In Sunday's final, Nadal, 30, will face his longtime rival Roger Federer, 35, a nostalgic counterpoint to the women's championship match between Venus Williams, 36, and Serena Williams, 35. Nadal and Federer have not met in a Grand Slam final since the 2011 French Open. Against Dimitrov, Nadal saved three break points in a tightly fought fifth set, including two at . With a backhand winner down the line, he earned the crucial break in the next game to go up by and serve for the match. On Nadal's third match point, Dimitrov's final backhand landed long to end a rally, and Nadal fell to the ground in relief. Difficult to describe the emotions, he said in his interview. First of all, I was tired. That last point was emblematic of how the Nadal managed to outlast the Dimitrov, time and again showing his superior physicality in the longest exchanges. The two were more evenly matched on shorter points, but of the 64 points that lasted nine or more shots, Nadal won 39. Dimitrov, 25, had reached only one previous Grand Slam semifinal, at Wimbledon in 2014, but he rarely seemed daunted by the occasion. Already to start the year and a title in Brisbane to his name, Dimitrov frequently displayed improved power and consistency in the match, even as it wore on into the fifth set, striking 79 winners to 45 for Nadal. But he could not match Nadal's ability to turn defense into offense few can. Dimitrov's backhand was particularly exposed by Nadal's attacks and counted for the majority of his forced and unforced errors. It's never easy to lose a match like that, Dimitrov said. I'm happy, though, with a lot of things. I'm going to stay positive and keep my head up high. For sure, Rafa deserves pretty much all the credit right now since he's such a fighter, such a competitor. At the same time it was an honor for me to play a match like that against him. It also shows me that I'm in a good way, I'm on the right path. Nadal started the match with dominant serving, winning 90 percent of points on his serve in the first set. But in the second set, Nadal dropped serve three times and Dimitrov twice. Dimitrov, former player who tumbled to 40th last summer, held firm after Nadal won the third set in a tiebreaker. Neither player faced a break point in the fourth set, won by Dimitrov in another tiebreaker. Nadal, a major champion, last reached a Grand Slam final at the 2014 French Open, which he won. He last reached a final in Melbourne earlier that year, losing to Stan Wawrinka. Nadal has missed large stretches of competition in recent years because of various",1.7275393
87,29,"What significant event occurred in Greenwood, Miss., in 1963 that was documented by Claude Sitton?",1,18282,"Every Sunday in February, we will feature and explore previously unpublished photographs from The New York Times's archives, with a special focus on the 1960s. Revisit last year's Unpublished Black History project, sign up for our newsletter and share your own experiences with black history in the comments. The bullet tore through a civil rights worker's shoulder, stopping within an inch of his spine. The shotgun blast shattered the car windows of four voting rights activists and gouged the wall of a nearby home. And a fire destroyed voter registration equipment and materials outside the city's Voter Registration Headquarters, leaving the street strewn with rubble. It was 1963 in Greenwood, Miss. a major battleground in the fight for civil rights, and white officials were playing down and ignoring a series of attacks intended to discourage thousands of from registering to vote. Claude Sitton, the renowned New York Times correspondent, shot photos and took meticulous notes, exposing the racial violence with his pen and with his lens. Mr. Sitton is best known for his words. But the typewritten letters that he sent, along with his film, to John Dugan, a Times photo editor, reveal that he was also determined to capture history with his camera. He carried a Leica, according to one of his sons, and wrote about light and shadows and underexposed frames. He lamented the gloom inside a crowded black church and the time constraints he faced as he scrambled to report the news and illustrate it at the same time. I didn't have very much time, Mr. Sitton wrote apologetically, and will try to give you a better selection the next time I offer something. Yet there is power in Mr. Sitton's letters and in the images he captured on film in March of 1963. Shown together here for the first time as part of a weekly series running throughout the month they offer a firsthand glimpse of life on the front lines of the civil rights movement. In one frame, Robert P. Moses, the field secretary of the Student Nonviolent Coordinating Committee, clipboard in hand, pointed to the holes left by the shotgun blast in the wall of a weathered home. In another, the charred detritus of the fire set by a person or persons unknown littered the street outside the old voting headquarters. Medgar Evers, the state field secretary of the N. A. A. C. P. addressed a packed voter registration rally at the local African Methodist Episcopal church in what may well be the only photograph taken of Evers by The Times. In another series of images, black women took their seats in a citizenship training school intended to train volunteers to help register black voters, and another woman stacked cans of food in the Sunday school room of a local church. The food was collected in Chicago for hungry black farm workers in Greenwood, who had been denied federal food assistance by white county officials in retaliation for their voter registration efforts. accounted for",3.7842503
88,29,"What significant event occurred in Greenwood, Miss., in 1963 that was documented by Claude Sitton?",2,18282,"voters, and another woman stacked cans of food in the Sunday school room of a local church. The food was collected in Chicago for hungry black farm workers in Greenwood, who had been denied federal food assistance by white county officials in retaliation for their voter registration efforts. accounted for 61 percent of the county's population. Yet only 1. 9 percent of blacks of voting age were registered, compared with 95. 5 percent of whites. The Justice Department, contending that whites were disenfranchising blacks with discriminatory voting laws, filed suit. Justice Department officials also sought a federal court order to prevent the city and county from denying blacks the right to protest, after the police unleashed a German shepherd dog on peaceful marchers and jailed voting rights activists. It was the first time that federal officials had taken such a step, Mr. Sitton noted in his article about Greenwood, which was published in April of 1963. (Only three of the many photographs that he took during his time in Greenwood were published with this article.) But with every step forward, it seemed, there were several steps back. Two months later, on June 12, 1963, an assassin killed Evers in Jackson, Miss. That afternoon, hundreds of took to the streets in protest. And Mr. Sitton was there with his pen, his notebook and his camera.",2.3842468
89,29,"What significant event occurred in Greenwood, Miss., in 1963 that was documented by Claude Sitton?",3,17817,"Walking in Memphis. And Lee Greenwood joined them for God Bless the U. S. A. , a dour march of national pride. In total, the concert's message was that America is a defined geographical and ideological space, with borders worth defending, even at the price of excluding those who could make the place immeasurably more fun. This concert ended up being as notable for who did not show up as for who did. The only featured nonwhite performers were Sam Moore (of the 1960s soul duo Sam Dave) who sang a restrained America the Beautiful? backed by an choir, and DJ Ravidrums, who delivered his dim, caffeinated percussive interstitials from inside a spherical drum kit. But both of those acts got just a couple of minutes. The United States Army Old Guard Fife and Drum Corps got much more time for their songs. When Mr. Trump first appeared onstage at the show, accompanied by his wife, Melania, it was to the Rolling Stones's Heart of Stone, a song about a man who can't be swayed. At the end of the concert, Mr. Trump addressed the crowd briefly, thanked the performers, and suggested that hosting this event in front of the Lincoln Memorial might have been an unprecedented choice. That was not true. In 2009, Mr. Obama held a concert here, We Are One: The Obama Inaugural Celebration at the Lincoln Memorial. It included athletes, actors and musicians from across genres Mary J. Blige singing Bill Withers's Lean on Me, Pete Seeger and Bruce Springsteen singing This Land Is Your Land, a song of acceptance and respect for the nation. It was a show of cosmopolitanism and inclusion that portrayed America not as a fixed idea, but as an sum.",-7.551835
90,30,Who announced their resignation from Sony's entertainment division to focus on Snapchat?,1,17629,"LOS ANGELES The chief executive of Sony's underperforming entertainment division, Michael Lynton, announced Friday that he would step down to focus more intently on the popular messaging service Snapchat, where he was an early investor. Mr. Lynton, who weathered various corporate crises at Sony Entertainment over his tenure, including a devastating cyberattack and a battle with activist investors, will step down on Feb. 2, the company said. After that, Kazuo Hirai, the president and chief executive of Sony Corporation, based in Tokyo, will take a more role at the conglomerate's movie, television and music division, at least for a time. Mr. Hirai will begin keeping a second office at Sony's studio complex in Culver City, Calif. the company said, and take the additional title of executive of Sony Entertainment. Mr. Lynton will also serve as executive for a period starting in February to help Mr. Hirai learn the inner workings of the movie and television businesses and select a permanent successor. In the meantime, Mr. Lynton, 57, will officially become chairman of the board at Snap Inc. which owns Snapchat. Snap is expected to go public with an eye toward being valued at $30 billion or more this spring. As chairman, Mr. Lynton is not expected to play a direct management role, but rather focus on matters involving strategy and governance in support of Evan Spiegel, Snap's chief executive. I have been involved with Evan and Snapchat since its early days, and, given its growth since then, decided the time was right to transition, Mr. Lynton said in a statement. He added that he was confident that the broad changes we have made and new management team we have assembled over the last few years? at Sony would bear fruit. Despite wrenching turnaround efforts Mr. Lynton hired a new movie chief in 2015 Sony's film operation, which includes the Columbia, Screen Gems and TriStar labels, has experienced a prolonged shortage of breakout hits. Last year, Sony released 22 movies (not including those distributed by its New art house unit) and collected $911. 5 million at the domestic box office, with moderate successes like The Angry Birds Movie? offset by clunkers like The Brothers Grimsby. Among the six major Hollywood studios, only Paramount fared worse, with 15 releases taking in $876. 8 million. The leader, Walt Disney Studios, where Mr. Lynton worked in the 1990s, had 13 releases and $3 billion in domestic sales. In a statement, Mr. Hirai said Mr. Lynton's structural changes set the path for restoring profitability and future growth, though we recognize current challenges in the motion picture businesses and its turnaround will take some time. That suggests Mr. Hirai plans to be patient with Thomas E. Rothman, the chairman of Sony Pictures, who has ruffled feathers at the studio as he has pushed for change. Mr. Hirai also emphasized that the studio was not for sale a persistent topic of Hollywood speculation calling movies, television and music essential parts of Sony. Although the studio's top television",5.830437
91,30,Who announced their resignation from Sony's entertainment division to focus on Snapchat?,2,18214,"record label with ties to Snapchat, according to a 2015 email between Sony executives that was released by hackers. He's different from most tech people because he knows what's cool and what's next, said Ryan Wilson, an artist in Los Angeles who goes by the name ThankYouX. He worked with Mr. Spiegel on a piece of art for one of Snapchat's offices. He doesn't like things because a dealer says he should. He just likes what he likes, whether it's made by a high school friend or a famous artist. Mr. Spiegel has also involved himself in some political conversations. In 2015, he met with China's president, Xi Jinping, as a member of the 21st Century Council at the Berggruen Institute. Its founder, Nicolas Berggruen, said he impressed a group that includes Mohamed the economist, and former President Nicolas Sarkozy of France with his thoughtful and mature approach to people. Last fall, Mr. Spiegel also attended a private dinner with John O. Brennan, then the director of the C. I. A. According to multiple attendees, Mr. Spiegel listened more than he spoke and had the ear of Mayor Eric Garcetti of Los Angeles. Mr. Spiegel's unconventional streak may be most evident in how he has steered Snap. He has long said that a public offering was what was best for the company and its investors, even as other tech chose to stay private as long as possible. Since Snapchat's debut, the app and the company have also undergone dozens of changes that were criticized for being too different from other consumer internet companies. Mr. Spiegel rejected the idea of a newsfeed in Snapchat's app, for example, because he said people prefer stories chronologically. In Facebook's News Feed, posts are reverse chronological, meaning the newest posts are at the top. Unlike other social networks, Snapchat also does not use algorithms to push people to see certain content. Snapchat users swipe their screens to navigate and view video vertically, rather than tap on menus or turn their phones to watch videos horizontally. From what I can figure out, he thinks differently about the way to monetize and develop a social network, Mr. Schmidt said of Mr. Spiegel. Investors who buy into Snap's initial public offering will soon be getting a piece of that approach. Allowing ourselves to be pulled in another direction? is what makes us human, Mr. Spiegel said in a commencement speech at the University of Southern California's Marshall School of Business in 2015. Quoting John F. Kennedy, he added, Conformity is the jailer of freedom and the enemy of growth.",-2.9796126
92,30,Who announced their resignation from Sony's entertainment division to focus on Snapchat?,3,18214,"LOS ANGELES When Evan Spiegel and Bobby Murphy were undergraduates at Stanford University, they made an unconventional observation about what makes a social network valuable. Thanks to the rise of Facebook, most everyone believed that networks became exponentially more valuable by amassing more users. But Mr. Spiegel noticed that in real life, even people with thousands of acquaintances spent most of their time with just a few friends whose value outweighed a large number of looser ties. So when Mr. Spiegel and Mr. Murphy created Snapchat in 2011, they inverted the social networking dynamic. Out of their Stanford dorm rooms, they made Snapchat as an app that would send disappearing messages and photos in a way that more closely mimicked the dynamics of a real world conversation. That would increase the appeal of Snapchat as a service that people used with a small number of good friends, they figured. While online identity previously emphasized everything anyone has ever done, with Snapchat my identity is who I am right now, Mr. Spiegel said in a 2015 video to describe the app. Mr. Spiegel, 26, Snap's chief executive, has since built a budding digital empire based on that initial unconventional insight and has continued upending the tech industry with his different way of seeing the world, often with a touch of ego. Rather than accept the norms of the social networking ecosystem, he has stuck to atypical viewpoints on matters from mobile video to spectacles. And he has done all of this more than 350 miles away from Silicon Valley, in the sunny climes of Venice, Calif. where Snapchat is based. Mr. Spiegel's singular approach will soon be more publicly on display. This week, Snapchat's parent company, Snap, is expected to reveal its public stock offering paperwork for the first time. The filing will show how Snap is doing as a business and whether that justifies a public valuation of $20 billion to $25 billion, which the company has been reported to be seeking. It will also disclose Mr. Spiegel's ownership stake in Snap the public offering is set to vault Mr. Spiegel and Mr. Murphy, who is now chief technology officer, into the ranks of other tech billionaires. Along with financial information, Mr. Spiegel is expected to include remarks about Snap's mission that will showcase his philosophy. If you want to understand Snap, look at Evan Spiegel, said Todd Chaffee, a partner at IVP, one of Snap's three largest venture capital investors. He is the visionary who drives that company. Mary Ritti, a spokeswoman for Snap, declined to comment for this story. Mr. Spiegel grew up in Pacific Palisades, a wealthy Los Angeles suburb, and attended Crossroads, a prep school in Santa Monica that counts Jonah Hill, Kate Hudson and Jack Black as alumni. He lived a privileged life, with expensive cars, exclusive club memberships and fancy vacations, according to records from his parents? divorce proceedings. His father, John Spiegel, a securities lawyer who helped overhaul the Los Angeles Police Department",-4.243798
93,31,What was the incident involving a Palestinian driver and Israeli soldiers that occurred in Jerusalem?,1,17484,"JERUSALEM A Palestinian driver plowed a truck into a group of Israeli soldiers as they were getting off a bus in Jerusalem on Sunday afternoon, killing four and injuring 17 others, according to the police and witnesses. The police called the episode an act of terrorism. Micky Rosenfeld, a police spokesman, said the attacker had been shot, and the police released images showing the truck's windshield riddled with bullet holes. The dead included three female soldiers and one male soldier, the Israeli military confirmed. Several people were hospitalized, some with critical injuries. Prime Minister Benjamin Netanyahu visited the scene of the attack and said the perpetrator was by all indications a supporter of the Islamic State. This is part of the same pattern inspired by Islamic State, by ISIS, that we saw first in France, then in Germany and now in Jerusalem. This is part of the same ongoing battle against this global scourge of the new terrorism, he added. Mr. Netanyahu has often made the comparison between local attacks against Israelis and those in the rest of the world, though the attacks in Israel are more broadly viewed as being more connected to the conflict. While the Israeli security services have described a few Palestinian attackers as having been inspired by the ideology of the Islamic State, no direct links have been established between them and the organization. The attack on Sunday occurred on the Armon Hanatziv Promenade, a popular tourist spot between East Jerusalem and West Jerusalem that offers sweeping views of the Old City. The four soldiers killed were Erez Orbach, 20, from Alon Shvut, in the West Bank Yael Yekutiel, 20, from Givatayim, near Tel Aviv Shir Hajaja, 22, from Maale Adumim in the West Bank and Shira Tzur, 20, from Haifa. The violence ended several months of relative calm in the contested city, after a period of frequent stabbings, shootings and car attacks. It also underlined the volatility of the situation at a time when Donald J. Trump has promised to move the United States Embassy to Jerusalem from Tel Aviv, a potentially explosive step that American administrations have avoided for decades. Palestinian officials say it would destroy the chances of any peace process by prejudging the outcome, and some have said it would constitute a declaration of war against Palestinians. Mahmoud Abbas, the president of the Palestinian Authority in the West Bank, said on Friday that the Palestinians would view any such change in the status quo in Jerusalem as the crossing of a red line. Mosque preachers addressed the proposed embassy move in their sermons during Friday prayers, apparently on the instruction of the Palestinian Authority. The Palestinians demand East Jerusalem as the capital of a future Palestinian state. Israel captured the area from Jordan in the 1967 war and claims sovereignty there. Hamas, the Islamic militant group that holds sway in Gaza, praised Sunday's attack, without taking responsibility for it. Fawzi Barhoum, a Hamas official, described it as a courageous and heroic",5.9773264
94,31,What was the incident involving a Palestinian driver and Israeli soldiers that occurred in Jerusalem?,2,17507,"JERUSALEM One loved horse riding another was the oldest of four sisters a third had fought to enlist in the army despite medical problems that allowed him to defer the draft. The fourth was the 300th graduate of her Haifa high school to have died while serving as a soldier. Israel buried its latest terrorism victims on Monday, the day after they were run down by a Palestinian man in a truck, enveloping them in the country's familiar outpouring of love for its service members. But this time, the usually unifying ritual was marred by discord. Israelis called it the Azaria effect, referring to Sgt. Elor Azaria, the soldier who was convicted last week of manslaughter for shooting a wounded and incapacitated Palestinian assailant in the head. Video from the scene of Sunday's attack showed dozens of armed soldiers fleeing from the truck instead of trying to shoot the driver. Some Israelis who had complained that the army's high command failed to back up Sergeant Azaria asserted that the soldiers had fallen short because they were afraid of being put on trial. The military, security experts and soldiers at the scene quickly rejected that notion. Those who ran from the scene were not concerned about Azaria, but about their own said Yehuda Ben Meir, an expert in national security and public opinion at the Institute for National Security Studies at Tel Aviv University. Still, the argument unfolding in full volume on Israeli news sites, social media and broadcast channels reflected the disruptive influence the Azaria affair has had on the army and its central place in Israeli society. In this small, country where most Jewish are drafted into years of service, the military has long been a rare reserve of respect and consensus. Yet the same sentiment that leads Israeli Jews to treat soldiers as everybody's children? has also led many to call for a pardon for Sergeant Azaria, creating tension between the people and the commanders of their army. The motherly protection of soldiers sometimes overcomes your basic value system, Mr. Ben Meir said, adding that the instinct to protect soldiers was not particular to Israel. The soldiers targeted by the Palestinian truck driver on Sunday were in officer training programs, and most were not preparing for combat roles. Many were in the educational corps or training for administrative jobs on the home front. On a routine educational tour of Jerusalem, they were caught as they disembarked from buses at a popular observation spot with panoramic views of Old City. The truck driver plowed into one group, then reversed and came back to claim more victims. A tour guide who shot at the truck with his pistol complained on television that the soldiers were better equipped with but had hesitated to shoot. Noam Kedar, one of the soldiers at the scene, denounced those who passed instant judgment. Please stop your psychoanalysis, she wrote in an impassioned Facebook post. It has nothing to do with Elor Azaria, she added. It's",3.3947845
95,31,What was the incident involving a Palestinian driver and Israeli soldiers that occurred in Jerusalem?,3,17484,"capital of a future Palestinian state. Israel captured the area from Jordan in the 1967 war and claims sovereignty there. Hamas, the Islamic militant group that holds sway in Gaza, praised Sunday's attack, without taking responsibility for it. Fawzi Barhoum, a Hamas official, described it as a courageous and heroic operation. In Gaza City, people were handing out sweets to in celebration. Nickolay Mladenov, the United Nations special coordinator for the Middle East peace process, condemned the attack in a statement. It is reprehensible that some choose to glorify such acts, which undermine the possibility of a peaceful future for both Palestinians and Israelis, he said. There is nothing heroic in such actions. The Palestinian official news agency, WAFA, identified the driver of the truck as Fadi Ahmad 28, a resident of the nearby Palestinian neighborhood of Jabel Mukaber in East Jerusalem. Ribhi Ewiysat, a resident of the neighborhood, said that a large number of Israeli security forces had entered the area and were at the attacker's house. Chaim Newman, a tour guide who was accompanying the group of soldiers at the scene, told Israel Radio, The soldiers got off the bus, and we were getting organized when suddenly the truck came with great speed and rammed into the group. Civilians and soldiers began shooting, and this prevented a worse tragedy, he added. He rammed them a number of times, going into reverse and forward in order to hurt more people. Chen Lendi Sharon, a paramedic from the Magen David Adom ambulance service, said there was chaos on the scene? when she arrived. I saw a truck that rammed youngsters getting off the bus next to the Armon Hanatziv observation point. Ms. Lendi Sharon said that at least 10 people were trapped under the bus or were lying on the grass by the road. The attack occurred around 1:30 p. m. Dozens of soldiers were getting off buses at the site as part of a routine educational tour of Jerusalem. Aged 18 to 21, they were cadets from an officers? course, Israel Radio reported. About two hours after the attack, the truck, a white flatbed with a crane on the back, remained at the scene and an ambulance was still removing bodies. Dovy Meyer, a spokesman for the United Hatzalah ambulance service who was at the scene, said that around 100 soldiers had been milling about when the attack occurred. A spate of deadly stabbings, shootings and car attacks began in October 2015 and quickly spread from Jerusalem and the West Bank to cities around Israel. More than 30 Israelis and two American visitors were among those killed in the attacks. More than 240 Palestinians have been killed during that period, many of them while carrying out or intending to carry out attacks, according to Israeli officials. Several attackers have come from the Jabel Mukaber neighborhood. Mr. Netanyahu said the neighborhood had been encircled? by security forces on Sunday.",3.2301853
96,32,How many people did Governor Peter Shumlin of Vermont pardon for misdemeanor marijuana convictions?,1,17406,"Nearly 200 of the approximately 450 people who asked Gov. Peter Shumlin of Vermont to forgive their misdemeanor marijuana convictions had their wish fulfilled this week. In one of his final acts in office, Governor Shumlin on Tuesday pardoned 192 people convicted of marijuana possession, fulfilling a promise he made early last month to consider forgiveness for anyone who applied by Christmas. While attitudes and laws about marijuana use are rapidly changing, there is still a harmful stigma associated with it, Mr. Shumlin, a Democrat, said in a statement on Tuesday. My hope was to help as many individuals as I could overcome that stigma and the very real struggles that too often go along with it. Such charges can stand in the way of finding work, being accepted to college and traveling internationally. The pardons were limited to people who had no violent criminal histories or felony convictions, and who had not been found guilty of driving under the influence or reckless driving. People who did not apply for a pardon under Mr. Shumilin can still apply to have marijuana possession convictions expunged from their record through a court process established under a 2013 state decriminalization law. Mr. Shumlin cited that law and his own support for legalizing marijuana as the basis for the pardons. Vermont should follow the many states that are legalizing and regulating the use of marijuana and put to an end the incredible failure that is the War on Drugs, he said in the statement. His successor, Phil Scott, a Republican, has urged caution, though he has signaled he may be open to legalization eventually. He is scheduled to be sworn in on Thursday and has said that he supports the pardons, according to local news reports. Those who received the pardons ranged in age from 22 to 69, though most were younger than 40. All but 15 live in Vermont. In all, Mr. Shumlin has issued 208 pardons since taking office in 2010, more than any other governor in the history of the state, his office said.",10.366063
97,32,How many people did Governor Peter Shumlin of Vermont pardon for misdemeanor marijuana convictions?,2,17820,"After eluding prosecution in the United States for decades and escaping from prison twice in Mexico, the crime lord Joaqun Guzmn Loera, better known as El Chapo, appeared on Friday in federal court in Brooklyn and pleaded not guilty to charges that he had overseen a drug empire. Prosecutors said the operation had moved at least 200 tons of cocaine into the United States, had earned $14 billion in profits and had been protected by an army of assassins who killed thousands of people. Mr. Guzmn's arraignment, in Federal District Court, was both a news media spectacle and a pro forma counterpoint to his sudden extradition from Mexico on Thursday afternoon, when a police jet flew him from the border to MacArthur Airport in Islip, on Long Island. The brief court proceeding took place under tight security, with police vehicles, heavily armed guards and dogs patrolling the grounds outside the courthouse. Dressed for his arraignment in a blue blue pajama pants and blue sneakers, Mr. Guzmn, 59, stood with his lawyers in front of Magistrate Judge James Orenstein in a courtroom packed with prosecutors, federal agents and reporters. Are you Mr. Guzmn? Judge Orenstein asked the defendant. S, se'or, Mr. Guzmn said. The judge then asked Mr. Guzmn if he understood the charges he was facing. S, se'or, he said again. Those charges had been detailed earlier on Friday at a news conference. At the briefing, Robert L. Capers, the United States attorney in Brooklyn, called the extradition of Mr. Guzmn, whose nickname means Shorty, a milestone in the pursuit of a trafficker who achieved mythic status in his homeland as a Robin outlaw and a serial prison escapee. Saying that Mr. Guzmn now faced life in prison on a charge of running a continuing criminal enterprise, Mr. Capers sought to play down Mr. Guzmn's role as a folk hero and promised that he would not escape his American jailers. Who is Chapo Guzmn? Mr. Capers said, flanked by a phalanx of officials from local, state and federal agencies. In short, he is a man who has known no other life than one of crime, violence, death and destruction. Even at a courthouse that has seen the prosecution of Mafia dons like John J. Gotti, the onetime Gambino family boss, and corrupt public officials like Meade Esposito, the former Brooklyn Democratic leader, the arrival of Mr. Guzmn sent a charge through the building, where scores of international reporters were on hand. In an extraordinary confluence of events, Mr. Guzmn was taken from Mexico by plane on the eve of the inauguration of Donald J. Trump and was arraigned in Brooklyn only hours after Mr. Trump was sworn in. After the hearing, he was returned to the Metropolitan Correctional Center in Manhattan, a federal jail that has housed some of New York's federal defendants, including many facing terrorism charges. As the day began, prosecutors in Brooklyn issued a memo laying out their arguments for keeping Mr. Guzmn in custody. They noted",-9.2076025
